isbn,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,to_read_count,author_nationality,age_group,main_genre,sale price,avg_sale_price
809510839,J. Sheridan Le Fanu,1872,Carmilla,eng,3.83,21582,24992,1668,,Irish,Adult,fantasy,,4.827571428571429
439436567,Garth Nix,2004,"Drowned Wednesday (The Keys to the Kingdom, #3)",eng,3.85,21267,22243,385,,Australian,Children,fantasy,,4.927173913043478
375829830,Melina Marchetta,2003,Saving Francesca,eng,3.97,24398,27392,2815,,American,Young Adult,romance,,4.6415094339622645
316224189,"James Patterson, Maxine Paetro",2012,"Confessions of a Murder Suspect (Confessions, #1)",eng,3.89,19223,22686,2335,,American,Young Adult,romance,,1.99
1401205011,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng,4.21,20974,21255,402,,American,Adult,fantasy,,4.827571428571429
307394956,Chris Bohjalian,2008,Skeletons at the Feast,,3.99,18706,20246,2202,,American,Adult,romance,,4.530333333333333
449221490,Sue Grafton,1994,"L is for Lawless (Kinsey Millhone, #12)",,3.91,22383,23757,529,,American,Adult,thriller,,5.038157894736842
440420059,Jerry Spinelli,2003,Milkweed,eng,4.0,19461,20592,1966,,American,Children,historical,,4.238181818181818
60283262,"Laura Joffe Numeroff, Felicia Bond",2000,If You Give a Pig a Party,,4.22,18297,18394,279,,American,Children,fantasy,,4.927173913043478
140157727,William Gibson,1993,"Virtual Light (Bridge, #1)",eng,3.84,16273,18445,432,,American,Adult,fantasy,,4.827571428571429
1401303382,Michael J. Fox,2008,Always Looking Up: The Adventures of an Incurable Optimist,eng,3.82,17181,18002,1389,,American,Adult,non-fiction,,4.607142857142857
61852058,Sarah MacLean,2010,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",eng,4.08,27201,29839,2275,,American,Adult,romance,,4.530333333333333
781805503,"Henryk Sienkiewicz, W.S. Kuniczak",1895,Quo Vadis,eng,4.13,18466,20371,694,,Polish,Adult,romance,,4.530333333333333
586203818,"Raymond E. Feist, Janny Wurts",1990,"Servant of the Empire (The Empire Trilogy, #2)",eng,4.27,20016,21476,265,,American,Adult,fantasy,,4.827571428571429
515144592,Nora Roberts,2008,"The Hollow (Sign of Seven, #2)",eng,4.11,23983,25403,904,,American,Adult,fantasy,,4.827571428571429
590259385,"Deborah Guarino, Steven Kellogg",1989,Is Your Mama a Llama?,,4.16,19267,19573,393,,American,Children,fantasy,,4.927173913043478
1476792496,Anna Todd,2013,"After We Collided (After, #2)",eng,3.73,16338,24827,1795,,American,Young Adult,romance,,4.6415094339622645
067975833X,Tony Horwitz,1998,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng,4.08,16792,17389,1422,,American,Adult,historical,,5.271463414634146
312546343,David Wong,2012,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",eng,4.26,15031,18053,1702,,American,Adult,fantasy,,4.827571428571429
3822835536,"Robert Descharnes, Gilles Néret",1994,Dali: The Paintings,,4.17,14600,14763,40,,French,Young Adult,non-fiction,,1.9625
1416505067,Matthew Reilly,2005,"Seven Deadly Wonders (Jack West Jr, #1)",eng,4.08,15374,18406,856,,Australian,Adult,fantasy,,4.827571428571429
345443586,Laurell K. Hamilton,2006,"Mistral's Kiss (Merry Gentry, #5)",eng,4.03,25340,27868,468,,American,Young Adult,fantasy,,4.094285714285714
399146261,"Dean Koontz, Leigh Nichols",2000,Cold Fire / Hideaway / The Key to Midnight,eng,4.16,17581,17581,11,,American,Children,fantasy,,4.927173913043478
765327821,Dan Wells,2009,"I Am Not A Serial Killer (John Cleaver, #1)",eng,3.77,18878,22460,3240,,American,Young Adult,fantasy,,4.094285714285714
1476789258,Laura Dave,2015,Eight Hundred Grapes,,3.58,14135,17657,2043,,American,Adult,romance,,4.530333333333333
044900578X,Fannie Flagg,1998,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng,3.84,18307,19738,976,,American,Adult,romance,,4.530333333333333
316066346,Lori Lansens,2005,The Girls,eng,3.79,16201,18125,2158,,Canadian,Young Adult,historical,,4.66
345543009,Janet Evanovich,2016,"Turbo Twenty-Three (Stephanie Plum, #23)",eng,3.75,15021,23148,2740,,American,Adult,romance,,4.530333333333333
446618675,Sandra Brown,1999,The Alibi,eng,4.03,17729,19454,509,,American,Adult,romance,,4.530333333333333
590224735,Ann M. Martin,1986,"Kristy's Great Idea (The Baby-Sitters Club, #1)",eng,3.94,21952,23186,834,,American,Children,classics,,4.46
545298423,Roland Smith,2012,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",,4.17,17887,18169,287,,American,Children,fantasy,,4.927173913043478
307718964,Sheri  Fink,2013,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,eng,3.87,15344,17296,2643,,American,Adult,thriller,,5.038157894736842
1400031540,"Henning Mankell, Steven T. Murray",1996,"The Fifth Woman (Kurt Wallander, #6)",eng,4.02,16094,18381,710,,Swedish,Adult,thriller,,5.038157894736842
1594489998,Sarah Vowell,2008,The Wordy Shipmates,eng,3.66,17541,18786,2519,,American,Adult,historical,,5.271463414634146
140443150,"Guy de Maupassant, Douglas Parmée",1885,Bel-Ami,eng,3.81,17016,20752,970,,French,Adult,romance,,4.530333333333333
226500667,Norman Maclean,1976,A River Runs Through It and Other Stories,eng,4.17,16501,18116,1124,,American,Young Adult,historical,,4.66
1451616880,"María Dueñas, Daniel Hahn",2009,The Time in Between,eng,4.04,10166,18470,2437,,British,Adult,romance,,4.530333333333333
452280397,Toni Morrison,1997,Paradise,eng,3.77,17524,19079,775,50.0,American,Adult,fantasy,,4.827571428571429
425190455,William Gibson,1996,Idoru (Bridge #2),eng,3.78,16099,17933,444,,American,Adult,fantasy,,4.827571428571429
373777922,Kristan Higgins,2013,"The Best Man (Blue Heron, #1)",eng,3.93,18998,20977,1633,,American,Adult,romance,,4.530333333333333
64473457,Diana Wynne Jones,1990,"Castle in the Air (Howl's Moving Castle, #2)",,3.93,22964,26770,1599,,British,Children,fantasy,,4.927173913043478
545298407,Jude Watson,2011,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",eng,4.14,18168,18469,355,,American,Children,fantasy,,4.927173913043478
1594202435,Deborah Blum,2010,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,eng,4.0,18997,20223,2188,,American,Adult,thriller,,5.038157894736842
1416960597,Elizabeth Scott,2008,Living Dead Girl,eng,3.83,22014,24327,3593,,American,Children,thriller,,4.8025
671028367,Kathy Reichs,2000,"Deadly Decisions (Temperance Brennan, #3)",eng,3.93,21646,24718,804,,American,Adult,thriller,,5.038157894736842
812995821,Brené Brown,2015,Rising Strong,eng,4.19,22022,23919,1910,,American,Adult,non-fiction,,4.607142857142857
316018775,"James Patterson, Maxine Paetro",2009,Swimsuit,eng,3.63,18462,20452,1683,,American,Adult,thriller,,5.038157894736842
316213071,Holly Black,2015,The Darkest Part of the Forest,eng,3.91,22992,25498,4304,,American,Young Adult,fantasy,,1.99
312144075,Gail Tsukiyama,1994,The Samurai's Garden,eng,4.12,17024,17774,1572,,American,Young Adult,romance,,4.6415094339622645
,Sally   Thorne,2016,The Hating Game,eng,4.24,21426,28602,5191,,Canadian,Adult,romance,,4.530333333333333
1416971777,"Scott Westerfeld, Keith Thompson",2011,"Goliath (Leviathan, #3)",eng,4.25,23911,25391,2303,,American,Children,fantasy,,4.927173913043478
1421506718,"Akira Amano, JN Productions, Frances E. Wall",2004,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",,4.22,15102,15443,116,,Japanese,Young Adult,fantasy,,4.094285714285714
,Karin Slaughter,2012,"Criminal (Will Trent, #6)",eng,4.21,18592,21262,1796,,American,Adult,romance,,4.530333333333333
425180964,Tom Clancy,2000,"The Bear and the Dragon (Jack Ryan Universe, #11)",eng,3.79,18399,20190,390,,American,Young Adult,thriller,,4.438181818181818
399158987,Sue Grafton,2013,"W is for Wasted (Kinsey Millhone, #23)",eng,3.86,17357,22102,2812,,American,Adult,thriller,,5.038157894736842
1584790830,Alton Brown,2002,I'm Just Here for the Food: Food + Heat = Cooking,eng,4.21,15870,16707,266,,American,Adult,non-fiction,,4.607142857142857
312335288,James Herriot,1976,All Things Wise and Wonderful,,4.39,20524,22314,381,,British,Children,historical,,4.238181818181818
312934327,Sherrilyn Kenyon,2005,Sins of the Night (Dark-Hunter #7),eng,4.18,28341,30467,876,,German,Adult,fantasy,,4.827571428571429
1595143998,Beth Revis,2013,"Shades of Earth (Across the Universe, #3)",eng,4.11,24612,26839,3442,,American,Young Adult,fantasy,,4.094285714285714
1416509631,Ursula K. Le Guin,1990,"Tehanu (Earthsea Cycle, #4)",eng,3.89,19503,23207,966,,American,Children,fantasy,,4.927173913043478
1594486638,Carrie Brownstein,2015,Hunger Makes Me a Modern Girl,eng,3.88,17102,18584,2057,,American,Adult,non-fiction,,4.607142857142857
1400067669,Jon Meacham,2012,Thomas Jefferson: The Art of Power,eng,3.99,18546,19853,1462,,American,Adult,historical,,5.271463414634146
553575376,Iain M. Banks,1996,"Excession (Culture, #5)",eng,4.19,16330,18833,737,,British,Adult,fantasy,,4.827571428571429
038079487X,Pearl Cleage,1997,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng,3.7,17853,18444,610,59.0,American,Adult,romance,,4.530333333333333
449000621,Sue Grafton,1990,"G is for Gumshoe (Kinsey Millhone, #7)",eng,3.9,22311,24764,615,,American,Adult,thriller,,5.038157894736842
1455521310,David Baldacci,2013,"King and Maxwell (Sean King & Michelle Maxwell, #6)",eng,4.03,14491,20096,1580,,American,Adult,thriller,,5.038157894736842
60958340,Irvin D. Yalom,1989,Love's Executioner and Other Tales of Psychotherapy,,4.18,14013,16134,630,,American,Young Adult,non-fiction,,1.9625
316037885,Trudi Canavan,2009,"The Magician's Apprentice (Black Magician, #0.5)",eng,3.94,17128,19089,575,,Australian,Young Adult,fantasy,,4.094285714285714
593046315,Steven Erikson,2007,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng,4.34,16539,19293,511,,Canadian,Adult,fantasy,,4.827571428571429
1600106951,"Joe Hill, Gabriel Rodríguez",2010,"Locke & Key, Vol. 3: Crown of Shadows",eng,4.41,19683,21355,1138,,American,Young Adult,fantasy,,4.094285714285714
1857230213,"Arthur C. Clarke, Gentry Lee",1991,"The Garden of Rama (Rama, #3)",eng,3.76,16389,17852,267,,American,Adult,fantasy,,4.827571428571429
031235164X,Lisa Kleypas,2008,"Blue-Eyed Devil (Travises, #2)",eng,4.21,25508,27481,1467,,American,Adult,romance,,4.530333333333333
140123206X,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011,Batman: The Black Mirror,eng,4.29,15625,16366,686,,American,Adult,fantasy,,4.827571428571429
316097543,"James Patterson, Marshall Karp",2011,Kill Me If You Can,eng,4.0,16879,18616,1277,,American,Adult,romance,,4.530333333333333
,Darren Shan,2003,"Killers of the Dawn (Cirque Du Freak, #9)",,4.22,18194,19787,438,28.0,Irish,Children,fantasy,,4.927173913043478
515089931,Corrie ten Boom,1974,Tramp for the Lord,,4.47,16680,16977,309,,Dutch,Adult,historical,,5.271463414634146
60278684,"Laura Joffe Numeroff, Felicia Bond",2000,If You Take a Mouse to the Movies,,4.16,17938,18290,317,,American,Children,fantasy,,4.927173913043478
1423340418,"Laurell K. Hamilton, Laural Merlington",2007,"A Lick of Frost (Merry Gentry, #6)",eng,4.12,24148,27391,578,,American,Adult,fantasy,,4.827571428571429
99690608,"Orson Scott Card, James Cameron",1989,The Abyss,eng,4.06,16318,16492,106,,American,Children,fantasy,,4.927173913043478
60004878,Dennis Lehane,2012,"Live by Night (Coughlin, #2)",eng,3.89,14275,17522,2033,,American,Adult,thriller,,5.038157894736842
62004042,Amy Plum,2012,"Until I Die (Revenants, #2)",eng,4.17,24203,25365,1987,,American,Young Adult,fantasy,,4.094285714285714
1439192812,"Richard Dawkins, Dave McKean",2011,The Magic of Reality: How We Know What's Really True,eng,4.04,14511,17067,1228,,British,Children,fantasy,,8.556666666666667
842356290,"Karen Kingsbury, Gary Smalley",2002,"Remember (Redemption, #2)",eng,4.41,16303,16985,373,,American,Adult,romance,,4.530333333333333
316097527,James Patterson,2013,"Alex Cross, Run (Alex Cross, #20)",,4.03,14434,19307,1415,,American,Adult,thriller,,5.038157894736842
812979915,Christian Lander,2008,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,eng,3.76,15888,16404,1091,,American,Adult,non-fiction,,4.607142857142857
425259870,Nora Roberts,2014,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",eng,4.06,14167,22139,1635,,American,Adult,fantasy,,4.827571428571429
345348672,Stephen R. Donaldson,1977,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",eng,3.99,18594,20278,273,,American,Adult,fantasy,,4.827571428571429
718149866,Marian Keyes,2009,The Brightest Star in the Sky,eng,3.65,17413,19749,1280,,Irish,Adult,romance,,4.530333333333333
1592407110,Rachel Dratch,2012,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",,3.57,16604,17632,1206,,American,Adult,non-fiction,,4.607142857142857
307350436,Gabriel García Márquez,1961,El coronel no tiene quien le escriba,spa,3.71,13206,19250,916,,Spanish,Adult,romance,,4.530333333333333
140283358,J.M. Coetzee,1980,Waiting for the Barbarians,eng,3.94,14830,18453,1308,41.0,Australian,Adult,historical,,5.271463414634146
385423608,Willy Lindwer,1988,The Last Seven Months of Anne Frank,,4.34,15096,15375,129,,Dutch,Children,historical,,4.238181818181818
147670869X,Walter Isaacson,2014,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng,4.03,14890,16810,1393,,American,Adult,historical,,5.271463414634146
1400065593,Deborah Rodriguez,2007,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,3.63,17002,19172,2593,,American,Adult,historical,,5.271463414634146
684859238,Ernest Hemingway,1937,To Have and Have Not,eng,3.57,16074,18970,1097,29.0,American,Adult,thriller,,5.038157894736842
60750863,Neal Stephenson,2004,"The System of the World (The Baroque Cycle, #3)",eng,4.3,16106,17773,584,,American,Adult,fantasy,,4.827571428571429
60734000,Ben Mikaelsen,1997,"Touching Spirit Bear (Spirit Bear, #1)",eng,3.85,17706,18850,2716,,American,Children,fantasy,,4.927173913043478
62076108,Jeaniene Frost,2013,"Twice Tempted (Night Prince, #2)",eng,4.3,26598,29741,2238,,American,Adult,fantasy,,4.827571428571429
1439187010,Deborah Feldman,2012,Unorthodox: The Scandalous Rejection of My Hasidic Roots,eng,3.67,8516,15963,1855,,American,Adult,non-fiction,,4.607142857142857
62318322,Kiera Cass,2014,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",eng,4.03,23695,25596,1797,,American,Young Adult,fantasy,,4.094285714285714
61914177,Gary Vaynerchuk,2009,Crush It!: Why Now Is the Time to Cash In on Your Passion,eng,3.85,17271,17926,856,,American,Adult,non-fiction,,4.607142857142857
395957753,Lloyd C. Douglas,1942,The Robe,eng,4.2,18903,19480,950,,American,Children,romance,,4.386363636363637
786834277,"Walt Disney Company, Ellen Titlebaum",2002,Beauty and the Beast,,4.39,14811,15565,144,,American,Children,fantasy,,4.927173913043478
553588370,Kelley Armstrong,2007,"No Humans Involved (Women of the Otherworld, #7)",eng,4.2,23191,25157,700,,Canadian,Adult,fantasy,,4.827571428571429
747538352,Gavin de Becker,1997,The Gift of Fear: Survival Signals That Protect Us from Violence,,4.19,14609,18708,2231,,American,Adult,thriller,,5.038157894736842
1442406593,Jennifer Echols,2010,"Endless Summer (The Boys Next Door, #1-2)",eng,4.02,18438,18642,648,,American,Young Adult,romance,,4.6415094339622645
006194436X,Lincoln Peirce,2010,"Big Nate Strikes Again (Big Nate Novels, #2)",eng,4.23,20480,20960,560,,American,Children,fiction,,2.99
515141666,Nora Roberts,2006,"Dance of the Gods (Circle Trilogy, #2)",eng,4.13,23060,24380,575,,American,Adult,fantasy,,4.827571428571429
61906220,"Eric Litwin, James Dean",2010,Pete the Cat: I Love My White Shoes,eng,4.41,19122,19326,1318,,American,Children,fantasy,,4.927173913043478
307738612,"Jonathan Stroud, Simon  Jones",2010,"The Ring of Solomon (Bartimaeus, #0.5)",eng,4.19,18809,21718,1208,,British,Children,fantasy,,4.927173913043478
439568471,R.L. Stine,1992,"Welcome to Dead House (Goosebumps, #1)",eng,3.82,19171,20647,978,,American,Children,fantasy,,4.927173913043478
60837055,Louise Erdrich,2003,The Master Butchers Singing Club,,4.02,16821,18212,1486,,American,Adult,romance,,4.530333333333333
765319233,Glen Cook,1986,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",eng,4.2,16663,18091,544,,American,Adult,fantasy,,4.827571428571429
1481438867,Abbi Glines,2015,"Until Friday Night (The Field Party, #1)",eng,4.01,20813,25035,2566,,American,Young Adult,romance,,4.6415094339622645
671774670,Melinda Haynes,1999,Mother of Pearl,eng,3.67,17378,17632,395,18.0,American,Adult,historical,,5.271463414634146
1501124374,Chris Cleave,2016,Everyone Brave is Forgiven,eng,3.8,16183,20386,3113,,British,Adult,romance,,4.530333333333333
553129198,Michael Crichton,1975,The Great Train Robbery,,3.84,17309,19907,917,43.0,American,Young Adult,thriller,,1.99
739437585,Danielle Steel,2003,Safe Harbour,,4.04,16205,16729,224,,American,Adult,romance,,4.530333333333333
345467515,Kristin Hannah,2004,The Things We Do for Love,eng,4.05,16190,19211,1188,,American,Adult,romance,,4.530333333333333
060961066X,"Ina Garten, Maura McEvoy",2002,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,eng,4.26,16134,16181,106,,American,Adult,non-fiction,,4.607142857142857
812974417,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936,At the Mountains of Madness,eng,3.93,16637,20107,1485,,American,Adult,fantasy,,4.827571428571429
515128554,Nora Roberts,2000,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",eng,4.14,22274,23884,502,,American,Adult,fantasy,,4.827571428571429
380792648,James Rollins,1999,Subterranean,eng,4.01,17425,18876,613,,American,Adult,fantasy,,4.827571428571429
1563897156,"Garth Ennis, Steve Dillon",2001,"Preacher, Volume 9: Alamo",eng,4.33,17930,18129,289,,American,Adult,fantasy,,4.827571428571429
1500453307,Becky  Chambers,2014,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",eng,4.18,12969,22400,4221,,American,Young Adult,fantasy,,4.094285714285714
140286802,"Jorge Luis Borges, Andrew Hurley",1998,Collected Fictions,eng,4.58,16474,16747,720,,American,Adult,fantasy,,4.827571428571429
689868235,Holly Black,2002,Valiant (Modern Faerie Tales #2),eng,3.92,26108,27834,1276,,American,Children,fantasy,,4.927173913043478
743464664,John le Carré,1989,The Russia House,,3.9,17293,18428,273,,British,Adult,romance,,4.530333333333333
1606840592,Jennifer Lynn Barnes,2010,"Raised by Wolves (Raised by Wolves, #1)",eng,3.94,24936,25615,1581,,American,Young Adult,fantasy,,4.094285714285714
451219244,Harlan Coben,2006,Promise Me (Myron Bolitar #8),eng,3.96,18168,20687,1191,,American,Children,thriller,,4.8025
61720852,L.J. Smith,2011,"Midnight (The Vampire Diaries: The Return, #3)",eng,3.78,20566,22767,800,,American,Young Adult,fantasy,,4.094285714285714
312934343,Sherrilyn Kenyon,2006,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",eng,4.15,27311,29481,969,,German,Adult,fantasy,,4.827571428571429
151010986,"Carol Tavris, Elliot Aronson",2007,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",eng,3.99,15249,16352,741,,American,Adult,non-fiction,,4.607142857142857
451197879,"Richard Bachman, Stephen King",1981,Roadwork,eng,3.59,18479,20022,598,,American,Adult,fantasy,,4.827571428571429
425204049,Clive Cussler,2001,"Valhalla Rising (Dirk Pitt, #16)",eng,3.92,17260,18552,418,,American,Adult,fantasy,,4.827571428571429
60845503,Jared Diamond,1991,The Third Chimpanzee: The Evolution and Future of the Human Animal,eng,4.04,15362,16369,633,,American,Adult,historical,,5.271463414634146
688163181,Dennis Lehane,2008,The Given Day (Coughlin #1),eng,4.03,16528,19736,2462,,American,Adult,thriller,,5.038157894736842
613026667,"Gina Mayer, Mercer Mayer",1994,Just Me in the Tub (Mercer Mayer's Little Critter),,4.24,17335,17379,43,,American,Children,classics,,4.46
62267175,Nicole  Williams,2013,"Crush (Crash, #3)",eng,4.24,26188,27941,1643,,American,Young Adult,romance,,4.6415094339622645
031608106X,Mira Grant,2011,"Deadline (Newsflesh Trilogy, #2)",eng,4.1,18636,20181,1999,,American,Young Adult,fantasy,,4.094285714285714
525951059,Harlan Coben,2009,Long Lost  (Myron Bolitar #9),eng,3.94,17996,20788,1560,,American,Adult,romance,,4.530333333333333
440242916,Karin Slaughter,2005,"Faithless (Grant County, #5)",eng,4.11,16833,19382,658,,American,Adult,romance,,4.530333333333333
1430300612,Jill Bolte Taylor,2006,My Stroke of Insight: A Brain Scientist's Personal Journey,eng,3.86,14734,18509,2900,,American,Adult,non-fiction,,4.607142857142857
1582406847,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,"The Walking Dead, Vol. 06: This Sorrowful Life",eng,4.32,18655,19532,652,,American,Adult,fantasy,,4.827571428571429
61161535,"Isabel Allende, Margaret Sayers Peden",2006,Inés of My Soul,eng,3.9,13539,17411,1473,64.0,American,Adult,romance,,4.530333333333333
425199584,Dean Koontz,1991,Cold Fire,,3.75,18343,19439,467,,American,Adult,fantasy,,4.827571428571429
60517123,"Geoffrey A. Moore, Regis McKenna",1991,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,eng,4.0,14329,15368,322,,American,Adult,non-fiction,,4.607142857142857
045121577X,Harlan Coben,2005,The Innocent,eng,3.95,18125,20752,1225,,American,Adult,thriller,,5.038157894736842
586062009,Isaac Asimov,1985,Robots and Empire (Robot #4),eng,4.17,18462,20076,446,,American,Adult,fantasy,,4.827571428571429
375424474,Neil Shubin,2008,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,,3.97,14784,16284,1130,,American,Adult,historical,,5.271463414634146
573613052,Jean-Paul Sartre,1944,No Exit,eng,4.13,16533,18378,674,,French,Young Adult,fantasy,,4.094285714285714
1591841666,Seth Godin,2007,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),,3.83,15009,15969,1127,,American,Adult,non-fiction,,4.607142857142857
618982507,Alison Bechdel,2012,Are You My Mother?,eng,3.66,18618,19688,2585,,American,Adult,non-fiction,,4.607142857142857
1780481012,Robin Hobb,2011,The Farseer Trilogy (Farseer Trilogy #1-3),eng,4.33,14303,15527,254,,American,Adult,fantasy,,4.827571428571429
312992629,Elin Hilderbrand,2005,The Blue Bistro,eng,4.0,16398,18143,1469,,American,Adult,romance,,4.530333333333333
1250001544,Darynda Jones,2012,"Third Grave Dead Ahead (Charley Davidson, #3)",eng,4.39,15137,31108,2529,,American,Adult,fantasy,,4.827571428571429
60930314,"Milan Kundera, Linda Asher",1997,Identity,eng,3.68,11735,15368,939,,French,Adult,romance,,4.530333333333333
805099247,Mary E. Pearson,2015,"The Heart of Betrayal (The Remnant Chronicles, #2)",eng,4.32,24104,26504,3507,,American,Young Adult,fantasy,,4.094285714285714
60856262,Loung Ung,2000,First They Killed My Father: A Daughter of Cambodia Remembers,eng,4.29,17459,18880,1787,36.0,American,Young Adult,historical,,4.66
425142485,"Owen  West, Dean Koontz",1980,The Funhouse,eng,3.6,18424,19217,474,,American,Children,fantasy,,4.927173913043478
671004549,Mary Higgins Clark,1998,You Belong To Me,eng,3.85,19131,20017,445,,American,Adult,romance,,4.530333333333333
552152161,Betty Mahmoody,1987,Not Without My Daughter,eng,4.04,16650,19208,1075,,American,Adult,thriller,,5.038157894736842
553584529,Lisa Gardner,2003,"The Killing Hour (Quincy & Rainie, #4)",eng,4.16,17948,19617,619,,American,Adult,romance,,4.530333333333333
345418514,Piers Anthony,1979,"Castle Roogna (Xanth, #3)",eng,3.87,19867,21212,241,,American,Children,fantasy,,4.927173913043478
671673688,Mary Higgins Clark,1989,While My Pretty One Sleeps,eng,3.88,18846,19632,323,,American,Adult,romance,,4.530333333333333
856761222,Joseph Kesselring,1939,Arsenic and Old Lace,,4.14,20473,20717,133,,American,Young Adult,thriller,,4.438181818181818
61132233,Ellen Schreiber,2007,"Dance with a Vampire (Vampire Kisses, #4)",eng,4.01,22119,23240,472,,American,Young Adult,fantasy,,4.094285714285714
140045295,Ken Kesey,1964,Sometimes a Great Notion,,4.24,15502,16519,1069,,American,Adult,historical,,5.271463414634146
590554093,Tamora Pierce,1998,"Tris's Book (Circle of Magic, #2)",eng,4.07,24511,25857,386,,American,Children,fantasy,,4.927173913043478
1439171211,Sam Harris,2010,The Moral Landscape: How Science Can Determine Human Values,eng,3.9,14300,15256,859,,American,Adult,non-fiction,,4.607142857142857
1582344159,Douglas Coupland,2003,Hey Nostradamus!,eng,3.72,14645,16109,621,98.0,Canadian,Young Adult,thriller,,4.438181818181818
802135587,Jon Lee Anderson,1997,Che Guevara: A Revolutionary Life,eng,4.1,13516,14171,540,,American,Adult,historical,,5.271463414634146
,Scott Westerfeld,2004,"The Secret Hour (Midnighters, #1)",eng,3.8,23933,26170,1951,,American,Young Adult,fantasy,,4.094285714285714
1250012899,C.C. Hunter,2014,"Chosen at Nightfall (Shadow Falls, #5)",en-CA,4.37,22968,24381,1506,,American,Young Adult,fantasy,,4.094285714285714
7235801,Paulo Coelho,2000,Like the Flowing River ,eng,3.93,12708,14623,821,,Brazilian,Adult,romance,,4.530333333333333
159038783X,Brandon Mull,2007,"The Candy Shop War (The Candy Shop War, #1)",,4.03,19619,20777,2185,,American,Children,fantasy,,4.927173913043478
553588184,Kelley Armstrong,2006,"Broken (Women of the Otherworld, #6)",eng,4.19,24319,26203,711,,Canadian,Adult,fantasy,,4.827571428571429
738713708,Maggie Stiefvater,2008,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",eng,3.69,26116,28824,2658,,American,Young Adult,fantasy,,4.094285714285714
140549056,"Verna Aardema, Leo Dillon, Diane Dillon",1975,Why Mosquitoes Buzz in People's Ears,,4.01,20639,21179,1037,,American,Children,fantasy,,4.927173913043478
399154345,Nora Roberts,2007,High Noon,eng,3.94,20698,22562,879,,American,Adult,romance,,4.530333333333333
1608463869,Rebecca Solnit,2014,Men Explain Things to Me,eng,3.93,17918,21217,2564,,American,Adult,non-fiction,,4.607142857142857
316044776,"Carlos Ruiz Zafón, Lucia Graves",1986,"The Prince of Mist (Niebla, #1)",eng,3.66,14381,22022,2069,,American,Children,fantasy,,4.927173913043478
930452895,Alfred Uhry,1986,Driving Miss Daisy,eng,4.24,16829,16946,76,,American,Adult,historical,,5.271463414634146
749934174,J.D. Robb,1999,"Conspiracy in Death (In Death, #8)",eng,4.35,22149,25925,815,,American,Adult,fantasy,,4.827571428571429
375422714,Alexander McCall Smith,2004,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",eng,4.07,19839,22324,1000,14.0,British,Adult,thriller,,5.038157894736842
60885459,"Laura Ingalls Wilder, Garth Williams",1953,"The First Four Years  (Little House, #9)",eng,3.88,24180,28095,749,55.0,American,Children,historical,,4.238181818181818
743294378,Kathy Reichs,2007,"Bones to Ashes (Temperance Brennan, #10)",eng,3.92,19942,22361,1083,,American,Adult,thriller,,5.038157894736842
,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",1857,Grimm's Fairy Tales,eng,4.14,5873,19712,791,,German,Children,fantasy,,4.927173913043478
